review,sentiment
"Deanna Durbin, Nan Grey and Barbara Read are ""Three Smart Girls"" in this 1936 universal film, which features Deanna Durbin to the cinema audience. He also features Ray Milland, Mischa Auer, Charles Winninger, John King, Binnie Barnes and Alice Brady. It's a sweet story about three young women, now living in Switzerland with their divorced mother, who hears their father (Winninger) remarry. the help of the housekeeper / nanny, determined to stop the marriage. Knowing that the intention, called ""Precious"" (Barnes) is nothing but a golden gigogne helped and encouraged by his mother (Brady), they arrange for it to be presented to a rich count. This is arranged by their father's accountant (King). The man he chooses is a full-time drunkard (Auer), but the girls the mistake for a real rich account (Milland). What a mess.<br /><br />It is a delicious film, not cloir or too sweet at all, with Some nice performances, notably by Auer, Milland, Barnes and Brady. Young women are pretty and all do good work. The emphasis, of course, is on young Durbin, who is a natural actress and a beautifully trained singer. In fact, her voice as a young girl is much more even than she would be as an adult - she has no problem with high grades, as she did later because she put too much weight in the average voice. She sings a delicious ""Il Bacio"" in a police station.<br /><br />One of the nicest ones The things about the film is to see the father, played by Charles Winninger, do not want his children around - until he sees them and gets to know them. Barnes as the gold-digger is not just as young, but the mother of the girls looks up there, so the inference was probably the older man looking for his youth with a younger and glamorous woman. In fact, he finds the youth he was looking for in his daughters.<br /><br />Universal gives Durbin the great star building here - she has the last shot in the film. Ray Milland at This point was still in payment of his dues, and it will probably be a surprise even for movie fans how young and attractive he is.<br /><br />Very entertaining and of course, it led to a suite and great stardom for Deanna.",positive
"If anyone wonders why no one makes movies like before, with the conversation, the character and a simple theme of friendship struggling to evolve into something new, better and different, these people must take in this film and see the high-notch writing, the staging, and act that merges into a wonderful evening of observation on how things were once in Italy and England. Walker, Josie Lawrence, Jim Broadbent, Miranda Richardson, and Michael Kitchens in the major roles. Under Mike Newell's direction, these actors make memorable performances that are photographed with a sublimely subtle painter's look. Reminiscent of the theatrical bedroom farce of the beginning of the century, this film could be called a friendship farce that becomes a valid experience in the growth of romantic nature within each character, and the spectator, too. telegram on the importance of caring for those around us.",positive
"I watched this series out of curiosity, wanting to see if they could eventually and with ALL this modern technology, out of doing Cecil B. DeMille classical epic 1956, with Charleton Heston, Yul Brenner and Sir Cedric Hardwicke. Of course, I was disappointed. Yes, they had all the correct biblical characters, but they didn't give us any of the spectacular theatrical scenes, which held your interest throughout the first film. brush, Parting the ""RED Sea"",drowning ""Pharohs Armies"", ""building Sethi's Pyramides"", could have been made with today's technology on the scale of blockbuster films such as ""Lord of the Rings"" or the Matrix. Obviously, they did not want to leave a LASTING impression of ""foi and sacrifice"", which is much needed in these difficult times.",negative
"Daniel Day-Lewis is the most versatile live actor. The English aristocratic snob in A Room With a View, an Irish thief passionate in In the Name of the Father, an impudent and violent butcher in Gangs of New York (in a performance ten times stronger than Adrian Brody in the Pianist) and like the outrageous Cristy Brown with cerebral paralysis in My left foot (to name just a few). His roles all influence each other, but each one is seperate, and quite unique. He changes completely, with every character he takes. And I am He doesn't make fun of the character, and he doesn't pity the character. A difficult realization. And Cristy Brown comes to life. An intelligent man. An outrageous man. Human.<br /><br />This film, despite small loopholes of transition stage and like, is an inspiration. Yes, it's predictable. But is it stupidly sentimental? No. I laughed. I cried. Not a single moment of cheese. Proof that it's not a Hollywood. Ciné.<br /><br />My favorite scene is the scene in the restaurant, when Cristy talks about painters with Eileen, Peter and his friends. Here's where Daniel Day-Lewis reaches a climax. ""I'm going to kick you in the only part of your anatomy that's animated."" ""Wheel out the infirm!"" And his performance never slows down, never stumbles, and is beautiful. It just has a lot of screen time here. the speeches.<br /><br />A must-see. Fo sho, yo!",positive
"I have never completely lost myself, but I was often partially lost and generally unclear about the motivation of the character. The film has the impression of joining points of intrigue to press it into its time slot.<br /><br />If it was longer, it could make more sense, but it would still not be much good. The most interesting idea of the film is to the war between Zeus and Hera as being a war between the male and the female, but the film drops the ball on this, making Hera's disciples rather horrible while not being clear about what Zeus's disciples do or believe. The film is also interesting because you do not see the gods and there is no real certainty that they exist. Antagonistic sons. Not invisible but also not worth looking at.",negative
"Well, I like to watch the bad horror B-Movies, because I think it's interesting to see the stupidity and inability of creators to shoot seriously good film. (I always compare these films to - for example - some works by Spielberg and again- and again don't understand the big difference in what I see.) I like Ed Wood's films because it's so inept that it's very funny. But people!!! ""The cold"" is not funny and is not even ""interesting"". There is no actor, no script, no direction, no strong sensations and no even blood. It is extremely inept amateur film. It is certainly the WORST movie I have never seen (and I had seen many ""bad movies"" - believe me). I warned you!!! 1/10",negative
"This movie is the worst I've ever seen, as well as the worst I probably won't see. I don't see the need to rehash what everyone else said before, just be warned...<br /><br />It's not one of those bad movies you think you want to watch because you want to be able to mock him, it's just BAD BAD BAD BAD BAD.<br /> This movie is the equivalent of having a ""pet rock"" like your friend. You wait and wait and wait and wait and wait and wait and wait and wait and wait for something for Unfortunately, it never does. At least with a rock, you knew what you were falling into. Lion's Gate is completely cheating on this bomb... No... it's a disaster. After watching this film, you would swear that George W. Bush had his hands on the making of this film... yes, that's the fool.<br /><br /> Stay away, unless of course you just wanted to watch the worst movie of all time.",negative
"I have been a Mario fan as long as I can remember, I have very expensive memories of playing Super Mario World as a child, this game brought back many of these memories while adding something new. Super Mario Galaxy is the last episode in the incredible franchise Mario. There are a lot of very different things from this game from any other Mario before it, while preserving intact the greatest elements of Mario, the first notable difference is that the story takes place in space.<br /><br />The story begins Mario receives a letter from Princess Peach inviting him to celebrate his castle in the kingdom of mushrooms. Arriving at Peach Castle, Mario finds Bowser and his son (Bowser Jr.) attacking the castle with their dirigibles. Bowser removes Princess Peach and then lifts her castle in space. In the middle of the castle being raised in space, Mario falls and lands on an unknown planet. Mario is found by a talking star named Luma and is brought back to the Luma's Home, a floating space station, here Mario meets many other Lumas and also meets their leader, a woman named Rosalina. Rosalina tells Mario that Bowser has removed the Power Stars from the space station and dispersed them across the universe, it is up to Mario to help the Lumas find them and save Peach, so the adventure begins.<br /><br />The way you play the game is flying from the space station to other galaxies, each galaxy consists of several planets that Mario travels between levels via these Mario can repeatedly walk all around the planets without losing gravity, some planets are small and others are large, many planets are similar to the classic Mario environments. The best thing about the game are the commands, all that is like jumping and that's always the same, but the wimoote is used in many unique ways in this game. You shake the Mario remote control will perform a spin that is used as the primary attack in the game, and it will also activate well You can also point the remote to the screen and use the pointer to pull bits of stars on enemies or objects in the environment. Then there are the graphics, these are by far the best graphics on the Wii, it's just so difficult to describe how much this game looks like, you could probably say it looks as good as some 360 games.<br /><br />My only minor handles is that the effect of uphill takes some to get used to, and also the story is pretty weak. The worst is that you lose everything of your lives when you turn off the game, no matter how much you have had when you left for the last time you will restart at 4 lives. Again these minor problems apart it is a superb game that is very entertaining and is very difficult. This is the type of game we have expected on the Wii.<br /><br />A perfect 10 out of 10!",positive
"One of the other reviewers has mentioned that after just 1 Oz episode you will be addicted. You're right, as this is exactly what happened to me. <br /> <br />The first thing that hit me about Oz was its brutality and intrepid scenes of violence coming directly from the word GO. Trust me, this is not a show for the weak hearts or shy. This show does not attract any blows in terms of drugs, sex or violence. It's hardcore, in the classic use of the word. <br /> <br />It's called Oz as it is The nickname given to the Oswalder High Security State Penitent. It mainly focuses on Emerald City, an experimental section of the prison where all cells have glass fronts and face inward, so privacy is not high on the agenda. Em City is home to many..Arians, Muslims, Gangstas, Latinos, Christians, Italians, Irish and more....so squibbles, death stars, dodgy dealings and shady arrangements are never far away. <br /> <br />I would say the main appeal of the show is due to the fact that it goes where it is going. Forget pretty pictures painted for mainstream audience, forget charm, forget romance... OZ not confused. The first episode I've ever seen hit me as so evil it was surreal, I couldn't say I was ready for it, but when I watched more, I developed a taste for Oz, and got used to the high levels of graphic violence. Not only violence, but injustice (gecrooked guards sold out for a nickel, inmates who kill on order and get through with it, well behave, middle class Inmates who are turned into prison bitches due to their lack of street knowledge or prison experience) To watch Oz, you can feel comfortable with what is unpleasant contemplation....that's when you can get in touch with your darker side.",positive
"A wonderful little production. <br /> <br />The film technique is very inconspicuous- very old-time BBC fashion and gives a comforting and sometimes unpleasant, realism feeling for the whole piece. <br /> <br />The actors are extremely well chosen- Michael Sheen not only ""has all Polari"" but he has knocked down all the voices! You can really see the seamless editing led by the references to Williams diary entries, it is not only worth watching, but it's a great written and A masterful production about one of the great masters of comedy and his life. <br /> <br /> Realism really comes home with the little things: the imagination of the guard, which, instead of using the traditional 'dream' techniques, then disappears. It plays on our knowledge and our senses, especially with the scenes about Orton and Halliwell and the sets (especially their apartment with Halliwell wall paintings decoration each surface) are terribly well done.",positive
"I thought this was a wonderful way to spend time on a hot summer weekend, sitting in the air-conditioned theater and watching a lighthearted comedy. The plot is simple, but the dialogue is funny and the characters are adorable (even the good bread suspects serial killers). While some may be disappointed when they realize that this is not Match Point 2: Risk Addiction, I thought it was proof that Woody Allen is still fully in control of the style many of us grew to love. Most of them I had laughed about one of Woody's comedies in years (that's a decade?). While I had never been impressed by Scarlet Johanson, she managed to set up her ""sexy"" image and jumped directly into an average but spirited young woman. <br /> <br />This may not be the crown jewel of his career, but it was funnier than ""Devil Wears Prada"" and more interesting than ""Superman"" to visit a great comedy with friends.",positive
"Basically, there's a family where a little boy (Jake) thinks there's a zombie in his closet and his parents fight all the time. <br /> <br />This movie is slower than a soap opera... and suddenly Jake decides to become Rambo and kill the zombie. <br /> <br />OK, first of all, when you're going to make a movie, you have to decide whether it's a thriller or a drama! As a drama, the movie is watching. Parents divorce and argue like in real life. And then we have Jake with his closet, which is all the film! I expected to see a similar movie by BOOGEYMAN, and instead I watched a drama with meaningless thriller spots. <br /> <br />3 out of 10 only for the well-playing parents & ancestry dialogues. Regarding the recordings with Jake: Just ignore them.",negative
"Petter Mattei's ""Love in the Time of Money"" is a visually impressive film to watch. Mr. Mattei offers us a vivid portrait of human relationships. This is a film that seems to tell us what money, power and success do for people in the different situations we encounter. <br /> <br /> <br />This is a variation on the play Arthur Schnitzler on the same theme, the director transfers the action to today's New York where all these different characters meet and connect. way, or different to the next person, but no one seems to know the previous contact point. Stylish, the film has a refined luxurious look. We are taken to see how these people live and the world they live in their own habitat. <br /> <br />The only thing you come from all these souls in the picture is the different stages of loneliness everyone lives in. A great city is not exactly the best place where human relationships find sincere fulfillment, as you can see, is the case with most of the people We meet. <br /> The acting is good under Mr. Mattei's direction. Steve Buscemi, Rosario Dawson, Carol Kane, Michael Imperioli, Adrian Grenier, and the rest of the talented cast, let these characters come to life. <br />We wish Mr. Mattei good luck and wait eagerly for his next work.",positive
"Probably my all-time favorite movie, a story of selflessness, sacrifice and devotion to a noble thing, but it's not preached or boring. It just never gets old, although I've seen it some 15 or more times in the last 25 years. Paul Lukas' performance brings tears to the eyes, and Bette Davis, in one of her few really sympathetic roles, is a pleasure. The children, as Grandma says, are more like ""dressed-up girls"" than children, but that makes them just more fun to see. And the mother slow awakening to what happens in the world and under its own roof is credible and frightening. If I had a dozen thumbs, they would all be ""on"" for this movie.",positive
"I would certainly like to see a resurrection of a dated Seahunt series with the technology they have today, the child would bring back excitement in me.I grew up on black-and-white TV and Seahunt with Gunsmoke were my hero every week.They have my voice for a comeback of a new sea hunt.We need a change of pace on TV and this would work for a world underwater adventure.Oh, by the way, thank you for an outlet like this to see many views on TV and the many movies. Would be nice to read some more plus points about the sea hunt.If my rhymes were 10 lines you would let me submit, or leave me out to be in doubt and quit me, If this is so, then I must go, so let it do.",positive
"This show was an amazing, fresh and innovative idea in the 1970s when it was first aired. The first 7 or 8 years were brilliant, but things fell afterwards. Until 1990 the show was no longer really funny, and it continued its decline until the complete waste of time it is today. <br /> <br /> It is really shameful how far this show has fallen. Writing is painfully bad, the performances are almost so bad - if not for the mild entertainment of the innkeepers, this show would probably not I find it so hard to believe that the same creator who chose the original cast by hand also chose the band of hacks that followed it. How can you recognize such brilliance and then see that it fits to replace it with such mediocrity? I felt that I had to give 2 stars out of respect for the original cast that made this show such a great success. As it is now, the show is just awful. I can't believe it's still in the air.",negative
"Encouraged by the positive comments to this movie here I was looking forward to seeing this movie. Bad mistake. I've seen 950+ movies and this is really one of the worst of them - it's terrible in almost every way: editing, step, plot, 'Acting,' soundtrack (the only song of the movie - a lame country-tune - is played no less than four times). The movie looks cheap and evil and is boring in extreme. Rarely was I so happy to see the endpoints of a movie. <br /><br />The only thing that prevents that I give this a 1 score is Harvey Keitel - while this is far from his best performance he seems at least to make a little effort. One for Keitel obsessive only.",negative
"If you like original well-rending laughter, you'll like this movie. If you're young or old, then you'll love this movie, hell even my mother liked it.",positive
"Phil the Alien is one of those quirky movies in which humor is more based on the peculiarity of everything than on the actual point. <br /> At first it was very strange and rather funny, but as the movie progressed, I found the jokes or peculiarity no longer funny. <br />It's a low-budget movie (that's never a problem in itself), there were some pretty interesting characters, but finally I just lost interest. <br /> <br />I think this movie would appeal to a stoner who is currently playing. <br /> <br /> <br /> <br /> <br /> For something similar, but better try ""brother from another planet""",negative
"I remember that the scariest scene was the big bird that ate men who were helpless with parachutes from the air. Horror. Horror. When a young child went to these cheesy B-movies on Saturday afternoon, I was still tired of the formula for these monster-type movies, which would normally be the hero, a beautiful woman who could be the daughter of a professor and a happy dissolution when the monster died in the end. I love her now for the unintentional humor. <br /> <br />But, about a year or so later, I saw Psycho when it came out and I loved the star Janet Leigh being rejected early in the movie. I sat up and took note of it at that point. As screenwriters invent the story, you make it up again to be as scary as possible and not by a well-drained formula. There are no rules.",negative
"So in not a big fan of Boll's work, but then again not many are. I enjoyed his movie Postal (maybe in the only). Boll apparently bought the rights to use Far Cry long ago before the game itself was even finsished. <br />People who like to kill Mercs and infiltrating secret research labs on a tropical island should be warned that this is not Far Cry... This is something Mr Boll along with his Legion of Dirts. Feeling lonely on the set Mr Boll loads three of his compatriots to play. These players go under the names of Til Schweiger, Udo Kier and Ralf Moeller. <br /><br />Three names they actually made themselves quite big in the movie biz. So goes the story, Jack Carver played by Til Schweiger (yes Carver is German all hail the bratwurst eating guys!!) However, I find that Til's acting in this movie is quite chaotic.. People have complained that he doesn't really stay faithful to the entire Carver agenda, but we only saw carvers in one. first person perspective, so we don't really know what he looked like when he kicked a**.. <br /> <br />But the storyline in this movie is beyond the Demented. We see the evil crazy scientist Dr. Krieger played by Udo Kier, making genetic mutated soldiers or GMS as they are called. Performing his top secret research on an island that reminds me of ""SPOILER"" Vancouver for some reason. That's really not palm trees here. Instead, we have some beautiful rich woodcutter woods. We don't even have FAR before I If you want to stay true to Bolls Shenanigans, then go and look at this movie, you won't be disappointed that it delivers the true Boll experience, which means that most of it will suck. <br /><br />There are some things worth mentioning that would mean that Boll has done a good job in some areas of the movie like some beautiful boat and fight scenes. Until the whole Cromed/Albino GMS group comes into the scene and makes me laugh. (that's shit for you simpletons) from a fa,r if you want to go a wiff.. BTW Carver gets a very annoying sidekick that makes you shoot him the first three minutes he on the screen.",negative
"The cast played Shakespeare. <br /> <br /> Shakespeare lost. <br /> <br /> I appreciate that this is trying to bring Shakespeare to the masses, but why do something so well ruin. <br /> <br />Is it because 'The Scottish Play' is my favorite Shakespeare? I don't know. What I know is that a certain Rev Bowdler (hence Bowdlerization) tried to do something similar in the Victorian era. <br /> In other words, you can't improve perfection. <br /> <br /> I don't have to write anymore, but as I write at least ten Text lines (and the English composition was never my strength) I'll just have to go on and say that this movie, as the proverb says, just doesn't cut it.",negative
"This is a fantastic movie of three prisoners who will become famous. One of the actors is George Clooney and I'm not a fan, but this role is not bad. Another good thing about the movie is the soundtrack (The Man of Constant Grief). I recommend this movie to everyone. Greetings Bart",positive
"A bit of the erotic scenes drawn just to realize that this was one of the most amateur and incredible parts of the movie I've ever seen. Something like a high school film project. What did Rosanna Arquette think?? And what about all these stock figures in this bizarre supposed Midwest city? Pretty hard to deal with. No lessons you can learn from it, no brilliant insights, just stuffed and pretty ridiculous (but a lot of skin if that fascinates you) videotaped nonsense... the bisexual relationship, out of nowhere, after all the heterosexual encounters. And what about this absurd dance in which all their stereotypical roles play? Give this one passport, it's like a million other miles of bad, wasted movie, money that could have been spent on starving children or AIDS in Africa ... ..",negative
"Some movies just shouldn't be made new. This is one of them. In itself, it's not a bad movie. But it fails to capture the taste and terror of 1963 film with the same title. Liam Neeson was excellent as he is always, and holds most of the cast, except for Owen Wilson, who just didn't get the right feeling to the character of Luke. But the main flaw in this version is that it's too far from Shirley Jackson's story in his attempts, grandiose and lost some of the the thrill of the previous movie in a trade off for snazzier special effects. Once again I will say that in itself it is not a bad movie. But you will enjoy the friction of terror in the older version much more.",positive
"This movie made it one of my best 10 most horrible movies. Terrible. There was no uninterrupted minute when there was no battle with a monster or another. There was no chance for any character development, they were too busy running from one sword fight to another. I had no emotional bond (except the big bad machine that wanted to destroy them) <br /> Scenes were blatantly stolen from other movies, LOTR, Star Wars and Matrix. <br />Examples <br /><br /> The end was stolen from the last scene of the old Star Wars with Yoda, Obee One and Vader. <br />The spider machine at the beginning was exactly like Frodo was attacked by the spider in Return of the Kings. (Elijah Wood is the victim in both movies) and wait......it hypnotizes (Stings) his victim and wraps it up... ..uh hello????And the whole machine against people theme WHAT the matrix...or Terminator... ..<br />There are more examples, but why waste of time? And will someone tell me, What about the Nazis?!?! Nazis????? <br />There was a youth story that rushed to a youthful conclusion. The movie could not decide whether it was a children's or an adult movie and was not much of both. <br />Just terrible. A real disappointment, to say the least. Save your money.",negative
"I remember this movie, it was the first movie I had seen in the cinema, the picture was dark in places where I was very nervous it was back in 74/75 my father took me my brother & sister in Newbury cinema in Newbury Berkshire England. I remember the tigers and the lots of snow in the movie also the appearance of Grizzly Adam's actor Dan Haggery I think one of the tigers is shot and dies. If anyone knows where to find this on DVD etc please let me know. great shame, since the next cinema is now 20 miles away, would love to hear from others who have seen this movie or any similar.",positive
"A terrible movie! It must have been against some real stinkers to be nominated for the Golden Globe. They took the story of the first famous renaissance painter and took it unrecognized. My complaint is not that they took the liberties with the facts; if the story were good, that would be perfectly fine. But it's just bizarre -- according to all the figures, the true story of this artist would have made for a much better movie, so why did they come with this flush-water-dull script? In the actual version, there weren't enough naked people. It hastened off with a summary of the artist's life -- we could have saved ourselves a few hours if they had preferred the rest of the film with the same brevity.",negative
"After the success of The Hard and it's sequels it's really no surprise that in the 1990s, a glow of 'The Hard on a .....' movies redeemed on the wrong guy, wrong place, wrong time concept. That's what they did with Cliffhanger, The Hard on a mountain just in time to save Sly's 'Stop or My Mom Will Shoot' Stallone career. <br /> <br />Cliffhanger is a great Nit-Picker dream, especially for those who are experts in mountaineering, base jumping, aviation, facial expressions, acting skills. All in all, it's Stallone even managed to be played out by a horse! But if you forget all this nonsense, it's actually a very lovable and undeniably entertaining romp that delivers as a lot of thrills and unintentionally a lot of laughter. <br /> <br />You must love John Lithgow's sneezy evilness, his tick every box band of evil, and the best of all, the permanently harassed and unhappy 'Turncoat' agent, Rex Linn as travers. <br /> <br /> <br />He may be dismissed from Henry was in 'Portrait of a Serial Killer' but Michael Rooker is remarkable for an offending performance as Hal, he insists on constantly screaming in painful disbelief at his Captors 'that man never hurts anyone' And while he certainly can't be, it really looks like Ralph Waite Frank's character grins when the girl collapses to her death. <br /> <br /> <br />Also the men must be to former 'Londons Burning' actor Craig Fairbrass as the British bad guy who comes up a cropper while using Hal as human football, Yes, you can't help it, Hal needed a good kick. So, forget your better judgment, who cares if 'that could never happen', lowers your acting expectations, turns up the volume and enjoys! And if you're looking for Qaulen, he's the one carrying the helicopter.",positive
"I had the terrible misfortune of having to see this ""B-movie"" in its entirety. <br /> <br />All I have to say is -- save time and money!!! This must be the worst B-movie ever, it shouldn't even be called a B-movie, more like an F-movie! Because it fails in all aspects that make a good movie: the story is not interesting at all, all actors are paper-thin and not credible at all, it has bad direction and the action sequences are so fake that it is almost funny.......almost. The movie is just full of fucking single lines that no respectable person could find in the least little amusing. <br /> <br />This movie is supposed to be aimed at men, but all women in it are SO absolutely unattractive, especially the old wrinkly thing that comes in towards the end. They try to look sexy in these strange, terrible costumes and they fail miserably!!! <br />Some of the most ridiculous B movies will give you a few laughs, but that's just too painful to make Watch out!",negative
"What an absolutely stunning movie, if you have 2.5 hours to kill, to see it, it won't regret it, it's too much fun! Rajnikanth carries the movie on his shoulders and although there is nothing else than him, I still liked it. A.R.Rehman's music takes time to grow on you, but after listening to it a few times, you really start to like it.",positive
"I'm an anime fan – that's always been a fact (I've seen Speed Racer all the time in preschool). b) I do it like several B-movies because they're hilarious. c) I like Godzilla movies a lot. <br /><br />When the movie arrives first, it seems like it's your usual B-movie, except for the fucking FX, but suddenly the anime comes! That's when the movie WWWAAAAYYYYYYY goes downhill. <br /><br />The animation is VERY bad and cheap, even worse than what I remember from SPEED RACER, for Crissakes! In fact, it's so cheap, one of the few scenes from the movie that I remember ""living"" is when a bunch of kids run from a school... & it's the same kids over & again! The FX are also terrible; the dinosaurs look worse than Godzilla. In addition, the transition to live action to animation is unorganized, the dialogue & voices (especially the English dub I saw) was terrible & I asked my father to take out the tape the DVD/VHS player; the only thing that survived me were jokes and comments like the robots & Joel/Mike on MST3K (you choose the season). Honestly, this is the only way to barely enjoy this movie and to survive it at the same time. <br /> <br />Heck, I plan to show this to another otaku buddy of mine on Halloween for a B movie night. Because it's stupid to see quite painful & unintentionally hilarious at the same time, I give this movie a 3/10, an improvement of the 0.5/10 I was originally to give. <br /> <br /> (According to my rating scale: 3/10 means quite a lot both boring and bad. So fun as to count three unless you find a way to make fun of it, then it will be as fun as counting to 15.)",negative
"This was the worst movie I've seen at WorldFest and got the slightest applause after that! I can only believe that he gets such recognition based on the number of well-known actors in the movie. It's great to see J.Beals, but she's only allowed for a few minutes in the movie. M.Parker is a much better actress than the part. The rest of the acting is hard to judge because the movie is so ridiculous and predictable. The main character is totally unsympathetic and therefore a long time to see. is not a really emotional depth of the story. A movie about an actor who can't get a job doesn't feel very original to me. Also, the development of the cop doesn't. It feels like one of many straight-to-video movies I saw in the 1990s ... And not even a good one in these standards. <br /> <br />",negative
"The Karen Carpenter story shows a little more about singer Karen Carpenter's complex life. Although it fails to give accurate facts and details. <br /><br /> Cynthia Gibb (Portraits Karen) was not a good choice. She is a good actress, but plays a very naive and kind of stupid Karen Carpenter. I think that the role needed a stronger character. Someone with a stronger personality.<br />Louise Fletcher's role as Agnes Carpenter is great, she does a great job as Karen's mother.<br /><br />It has great personality. Songs that could have been recorded in a soundtrack album. Unfortunately, they weren't, although this movie was on the top in the US and other countries.",positive
"""The Cell"" is an exotic masterpiece, a dizzying journey into not only the giant spirit of a serial killer, but also into a very talented director. This is a conclusive proof of what can be achieved when people unleash their uninhibited fantasies. This is boldness at work, the thoughts of falling into formulas and clichés and creating something really great. This is the best film of the year to this day. <br /> <br />I have read numerous complaints about this movie, everywhere from all style and The film is perhaps a milestone, a tradition in which future films will hopefully follow. ""The Cell"" has just opened the door to another world of imagination. So we can pop the door in the face and tell her and her director Tarsem Singh that we don't want to do more? Personally, I would more than welcome another film from Tarsem, and would like to see someone trying to challenge him. I have heard that one goes into the head of a serial killer, and yes, I agree that the ""genre"" is a little revised. The 90s were full of movies trying to show what serial killers tick; some of them worked, but most failed. But ""The Cell"" doesn't shine down the same trail, we're given a new twist, we're physically transported into the mind and examined with nothing less than a fascinating journey of the most mysterious subject ever. down with too much scientific jargon trying to explain how Jennifer Lopez actually gets to enter another's brain. Instead, she just lies on a laboratory table and is with what looks like really long Twizzler and chased into another entity. ""The cell"" wants you to ""see"" what it's all about and not ""how"" it is, and I think that's what some people don't like. True, I like explanations with my movies, but if a movie dares on new ground you have to do it, what it does I noticed how the film was very dark when it showed the reality, perhaps to contrast the bright images in someone else's brain. Nevertheless, the set was just amazing. I wouldn't be surprised if this movie would take some Oscars in the camera, best costumes, best director and the like home. If it were up to me, it would at least be nominated for the best picture. <br /> <br />I noticed that I have somehow repeated myself. Not because there is nothing else. To say that, but because I can't emphasize enough how fantastic I thought ""The Cell"" was. If you're going into the movie with a very open mind and having taken it over with miracles and an eye-popping party, then you're sure a good time. I think this movie was just a little too much for some people, writing it off as ""female"" or ""crazy"". I'm a lot in psychology and the imagination of the human mind, so it was right in my alley. Leaving the theater, I heard an audience say, ""Whoever made this movie, ""If so, I want what he smoked. <br /><br />**** (of 4)",positive
"This film tried to be too many things at once: stabbing political satire, Hollywood blockbuster, sapid romantic comedy, family values promo... the list goes on and on. It failed miserably at all of them, but there was enough interest to keep me from stopping them until the end. <br /><br />Although I guess the mind behind WAS, INC, it depresses me to see such an unskillful effort, especially when it is taken from its goals to reflect the absence of a serious critique, instead of Just the bad writing, the directing and the production of this film. There is a criticism about the corporatization of war. But it is fun in this way to reduce the true cruelty of the event. Reminds me a little of THREE KINGS, which similarly trivializes a real reason to worry.",negative
"This movie was so frustrating. Everything seemed energetic and I was totally ready to have a good time. I at least thought I would endure it. But, I was wrong. First, the strange loop? It was like watching ""America's funniest home videos"". The damned parents. I hated them so much. The stereo-typical Latino family? I have to talk to the person responsible. We need a conversation. The little girl who always hangs on someone? I hated them and had to mention it. Now, the last movie was so frustrating. It's so gloriously bad and full of badness that it's a movie of its own. What a lousy dance. Terrible and beautiful at the same time.",negative
"War film is a Hollywood genre that has been made and redesigned so often that clichéd dialogues, rehashed plots and over-the-top action sequences for any conflict that deals with large-scale struggles appear unavoidable. However, occasionally a war film comes to life, which goes against the line and brings a really original and convincing story to life on the silver screen. Mountain"" is not exactly a war movie. True, the film begins with a (literally) fast and dirty battle sequence, the ""Glory"" director Edward Zwick Sham. However, ""Cold Mountain"" is not as much about the civil war itself as it is about the time and the people of the time. The story revolves around disgruntled Confederate soldiers Inman, played by Jude Law, who with the gruesome war and homesickness for the beautiful hamlet Cold Mountain, North Carolina and the Just as beautiful southern Belle he left behind him, Ada Monroe, played by Nicole Kidman. At first glance, this setup seems formulaic, as the romantic interest at home gives the audience enough sympathy to overcome the tribulations of the reluctant soldier on the battlefield. Indeed, the earlier segments of the film are relatively unimpressive and even somewhat forced. <br /><br />""Cold Mountain"" soon takes a drastic turn, although the intrepid hero Inman turns out to be a deserter (by now saving the audience from the potentially confusing scenario of the Want to root for the Confederates) and begins a long odyssey homeward. Meanwhile, back on the farm, Adas cultivated species prove of little use on the fields, soon it will be transformed into something of a wild beast. coming to save Adas is the course, tight-as-nails Ruby Thewes, played by Renée Zellweger, who helps Ada to put the farm back together and, perhaps even more important, with the loneliness and isolation that the war seems to have brought Ada. In these two settings, a vivid, convincing and sometimes very disturbing portrait of the war-destroyed South unfolds. The characters with which Inman and Ada interact are surprisingly complex, enhanced by wonderful performances by Brendan Gleeson as Ruby's dead father, Ray Winstone as the unrepentant southern ""legislator"" and Natalie Portman as a deeply troubled and isolated young mother. All have been severely affected and changed by ""the war of northern aggression"", especially for the worse. The dark, penetrating anti-war message, which is underlined by an effective, haunting score and cool, beautiful shots of Virginia and North Carolina, is not so much conveyed to the audience by cruel battle scenes as by the scarred land and traumatized people for whom the war was fought. Although the weapons and tactics of the war have changed greatly even in the past century, it is hellishly relevant to the country. Director Anthony Minghella manages to hold this gloomy mood for the most. the film, but the atmosphere is unfortunately denigrated by a rather lukewarm climax that does little justice to the wonderfully shaped characters. The love story between Inman and Ada is awkwardly directed towards the beginning and the end of the film, although the nature of its relationship, which is removed by nature, abstracted and even absurd, corresponds in a way to the dismal nature of the rest of the story. <br /> <br />Don't make a mistake, ""Cold Mountain"" has neither the characteristics of a feel-good romance nor an inspiring war drama. is a unique vision of an era that certainly not only entertains, but also really wants to take the audience into the life of a people torn apart by a war and completely get rid of its terrible effects.",positive
